sample_number,sample_maxima,seed
28,3.317728649215295,27
29,3.5931873358693327,27
30,3.0534716369866257,27
31,3.5098954751030926,27
32,2.698802603653954,27
33,3.1697818106996514,27
34,2.909594727401911,27
35,2.5232948886156,27
36,2.776773747720902,27
37,3.3390868749723355,27
38,2.5912032920858863,27
39,2.9786999945801687,27
40,2.9954445920132566,27
41,2.9252169387154594,27
42,3.217881990771974,27
43,3.6259611293915435,27
44,3.023323244366816,27
45,3.023093460577537,27
46,3.38092762090656,27
47,3.000375302794412,27
48,2.528992443993863,27
49,2.9937174027694766,27
50,3.277068454456241,27
51,2.8784935900882522,27
52,3.767620999172623,27
53,3.225424820003846,27
54,3.4551285791448803,27
55,3.139580722176842,27
56,3.1708476559904457,27
57,3.211260294974049,27
58,2.757734342191871,27
59,3.163096483152959,27
60,3.2240449911784252,27
61,3.0242451773060908,27
62,3.24435523213199,27
63,2.9389935000277077,27
64,3.230579611880013,27
65,3.2375247985796487,27
66,3.215375874215085,27
67,3.168527541861729,27
68,2.7459875524544715,27
69,3.3066109579851792,27
70,3.2039804978563433,27
71,3.2961283962528416,27
72,3.099108051010087,27
73,3.1354283599844552,27
74,3.2989458812398236,27
75,2.9656894518550554,27
76,3.785394224821408,27
77,3.246031964790938,27
78,2.9068391921774785,27
79,3.89810684053052,27
80,3.352057213312275,27
81,3.1627429349608156,27
82,3.336802630461998,27
83,3.7119025982498215,27
84,2.898531197844178,27
85,2.9087001250913107,27
86,3.2904106564026416,27
87,4.021180541396025,27
88,3.507311460526576,27
89,3.1422850368403044,27
90,3.2446433704012887,27
91,3.276071305639938,27
92,3.1814776914204916,27
93,3.544230464092007,27
94,2.9841871817929633,27
95,3.4657434287935027,27
96,3.5970065853709077,27
97,2.780258270933789,27
98,2.9481556604310466,27
99,3.1697993968344513,27
100,3.725615151844821,27
1,3.6793005877990277,28
2,3.4609346140945627,28
3,3.0108457687592844,28
4,3.376958406569062,28
5,3.258071842101503,28
6,3.007893981140254,28
7,3.2348542671213916,28
8,3.20872000568057,28
9,3.0998982359175584,28
10,3.2640463524715497,28
11,3.1028589165838154,28
12,3.4146944692195302,28
13,4.000133879725115,28
14,3.3962572615501143,28
15,3.175289801474131,28
16,3.8987292940036706,28
17,3.372699178698918,28
18,3.8998331748668047,28
19,3.137336626683611,28
20,3.0783323442893384,28
21,3.4570925965965076,28
22,2.784701540894824,28
23,3.6997100942038763,28
24,3.163414995753357,28
25,2.8205553573453046,28
26,3.3221628115990525,28
27,2.8082870976372925,28
28,3.032180997924677,28
29,3.234949588830757,28
30,3.17384371710096,28
31,3.0845210808336434,28
32,3.042447157150829,28
33,2.7239579136673577,28
34,3.0968260358013233,28
35,2.6670510332960267,28
36,3.850118474209669,28
37,3.461683459989049,28
38,2.9879859577414605,28
39,3.156746874321486,28
40,3.0061754980198763,28
41,3.1781871954451124,28
42,3.112159554795808,28
43,3.4698984929734875,28
44,3.104927921817428,28
45,3.06908977435339,28
46,3.553507817890256,28
47,2.56718903662947,28
48,3.3249043854364086,28
49,2.960572134920096,28
50,2.6969873645408966,28
51,3.5412845431179307,28
52,3.1590760275946446,28
53,2.9298860322960363,28
54,3.023142944860478,28
55,2.9887725648169603,28
56,3.0431626278109256,28
57,2.9254736556246117,28
58,2.84077575133675,28
59,3.0892207187216143,28
60,2.730377723941352,28
61,3.251556609181908,28
62,3.7331802155711644,28
63,2.9590795038203166,28
64,3.2099935325004125,28
65,2.812030658735319,28
66,3.244504567695233,28
67,2.878172947671181,28
68,4.0067393400096085,28
69,3.489098638523373,28
70,3.355592208035632,28
71,3.6916293502181925,28
72,3.011254333585169,28
73,3.220989864258692,28
74,3.2517517329295416,28
75,2.921874402476174,28
76,3.043115031191971,28
77,3.135971210304166,28
78,3.2267762980738457,28
79,3.0742304069310706,28
80,2.9319326867576985,28
81,3.2311131071821366,28
82,2.9312000278857555,28
83,3.4153994187222803,28
84,3.5094845572443987,28
85,2.8137843256760116,28
86,2.688319648645865,28
87,3.217431521223856,28
88,3.64400085822621,28
89,3.7555210574185285,28
90,3.5916869439345023,28
91,3.2239076094735255,28
92,2.9360073018756943,28
93,3.3473809460286605,28
94,3.930808577031931,28
95,3.0873227817935027,28
96,3.4564769603554963,28
97,3.1142450597667546,28
98,3.463082756124378,28
99,3.062882119955403,28
100,3.1109887784425916,28
1,3.1304174094269035,29
2,3.068751713222877,29
3,3.0118706227615966,29
4,2.798343525745273,29
5,3.535474285639212,29
6,3.5973432152694884,29
7,3.2587754379983465,29
8,3.0661609704652215,29
9,3.2225821035278863,29
10,3.1572352678541504,29
11,3.548860532826626,29
12,3.041786549720446,29
13,2.8001962187314864,29
14,4.185634224052766,29
15,2.9513867264332263,29
16,2.9775207773257346,29
17,3.0939318793623634,29
18,2.969535095900443,29
19,3.1647843940504337,29
20,3.2482319583317922,29
21,3.5661156882245963,29
22,2.9496538340546476,29
23,3.239116898116984,29
24,2.9614935696162674,29
25,3.090934317478656,29
26,3.137161157525705,29
27,3.2101361615696336,29
28,3.0277645596028684,29
29,3.013850476580911,29
30,3.397618544572541,29
31,2.9349221467651674,29
32,3.1769407852246867,29
33,3.007305379391622,29
34,3.5763395352997596,29
35,3.620858551992965,29
36,3.2209641265350393,29
37,3.6553985406823375,29
38,2.6723679984882662,29
39,3.409753890316694,29
40,3.3289640423352562,29
41,2.955535525997715,29
42,2.9827403292621115,29
43,3.2088150081496702,29
44,3.526675017560532,29
45,3.4112323364721386,29
46,2.568127240263087,29
47,3.218080293654288,29
48,2.937506012858448,29
49,3.2491832647442056,29
50,3.4131110076381592,29
51,3.4829864071520245,29
52,3.23093950262925,29
53,4.1411908057492495,29
54,3.6566305155370804,29
55,3.861951102721933,29
56,3.061275780811449,29
57,3.071501384370862,29
58,3.396174235094459,29
59,3.255768724329814,29
60,3.9872677502131033,29
61,2.7363163160319948,29
62,3.3552937794990068,29
63,3.3518187933137913,29
64,2.8741051589342486,29
65,2.7628572958929443,29
66,3.410649769277797,29
67,3.426668921397109,29
68,3.4071248170776327,29
69,3.4491600695865596,29
70,2.9357656424549363,29
71,2.907003126023249,29
72,3.1270180798729554,29
73,3.0613816892285652,29
74,3.9122713110302607,29
75,3.614096172075086,29
76,2.8257354741974186,29
77,3.915503181206566,29
78,2.8017622364503882,29
79,3.438777428335312,29
80,3.062440062486248,29
81,2.9792821711755506,29
82,2.802397313251385,29
83,3.5815997241253537,29
84,3.2359331373590905,29
85,2.9960804367703666,29
86,3.5972819379897842,29
87,3.0730828762093303,29
88,3.5450123218041627,29
89,3.6392717959143717,29
90,3.2598320420572713,29
91,3.373608323610557,29
92,3.072757423908487,29
93,2.7203364699721737,29
94,3.5182821406051086,29
95,3.172412449408947,29
96,2.906664945313339,29
97,3.371810881286632,29
98,3.6160702171966763,29
99,2.6296655722491376,29
100,3.1847554467998918,29
1,3.020702226264355,30
2,2.9830587886802578,30
3,3.4702102508486248,30
4,3.4010453940142185,30
5,4.202233333416466,30
6,3.464394796041225,30
7,2.892517129842064,30
8,3.4869309841891387,30
9,2.734814612411558,30
10,3.4425784634642724,30
11,4.186020566837903,30
12,3.3057838918578772,30
13,2.8555197224749245,30
14,3.4163610893828067,30
15,3.159345397299895,30
16,3.4251337759617138,30
17,3.6737677333778667,30
18,3.7854514963482133,30
19,3.4170989422991225,30
20,3.065779988308281,30
21,3.6152484814268786,30
22,2.7512386226353747,30
23,3.190679894040322,30
24,3.047378656775414,30
25,3.33139737095027,30
26,3.0559567113266826,30
27,3.262688925250952,30
28,2.953692668525852,30
29,2.8722330579173625,30
30,3.963244719965172,30
31,3.311789986923738,30
32,3.1963581014638307,30
33,2.688553679482134,30
34,3.1482315927007134,30
35,2.4340567296817306,30
36,3.058920762304575,30
37,2.7710296153218996,30
38,2.9802199045815145,30
39,2.8262789605773038,30
40,2.8026109089934352,30
41,2.772235484269455,30
42,2.8380609652026756,30
43,3.128988553413008,30
44,3.039945086966623,30
45,3.5540957311604835,30
46,3.3184360529112564,30
47,3.0602655333542255,30
48,3.020630349527435,30
49,3.230974130002526,30
50,3.884314524748006,30
51,3.2043748874695064,30
52,3.391800062915622,30
53,3.1311832564584123,30
54,3.6623804108518203,30
55,3.377135116949096,30
56,2.9383584814069796,30
57,3.1018045392502116,30
58,3.23171553060348,30
59,3.1878832806392796,30
60,2.937431634744513,30
61,3.999932135316363,30
62,3.296116199612113,30
63,3.1100317725066318,30
64,2.7722311828535338,30
65,4.130302986194907,30
66,3.522812390867545,30
67,3.3788562077385573,30
68,3.292338851578809,30
69,3.2006460661849983,30
70,3.3470787831867783,30
71,3.1497374549964094,30
72,3.8414710824624385,30
73,3.336365411214458,30
74,3.557084539761462,30
75,3.4666857933099133,30
76,3.102605919140119,30
77,2.955457157538845,30
78,3.1957892386741857,30
79,3.7117049752561817,30
80,2.6725495426957226,30
81,3.262894731235668,30
82,3.90390377490597,30
83,3.6929349163228666,30
84,3.302536661847699,30
85,2.919051829061478,30
86,2.734191471912772,30
87,3.515321058241162,30
88,3.050776092053633,30
89,3.2720099530172546,30
90,3.292822437773807,30
91,3.0655559117874382,30
92,3.133889150501374,30
93,2.9634000407858574,30
94,3.828507912245841,30
95,3.368867579769184,30
96,2.8987069411401576,30
97,3.3749436207674517,30
98,3.228145083128101,30
99,3.00455161677593,30
100,2.8937413139234467,30
1,2.884515059722824,31
2,2.949978189980725,31
3,2.6736356204167637,31
4,3.04097425259879,31
5,3.0130282652566907,31
6,3.3269821073237873,31
7,3.472833387079366,31
8,3.1219890512327644,31
9,3.0905188405254735,31
10,3.470984128494716,31
11,2.913270076324158,31
12,3.4646759180361846,31
13,2.6500508154486284,31
14,3.667944775389378,31
15,2.688621992626642,31
16,3.2384736457578653,31
17,3.0027854689819438,31
18,3.4488021753631863,31
19,3.712512055880933,31
20,3.3463657664706914,31
21,3.2560428704516675,31
22,3.2626823940385523,31
23,3.942765878271179,31
24,2.7397407023443305,31
25,2.8916067704585617,31
26,3.2369584432848275,31
27,3.927242749026858,31
28,3.3651564997797703,31
29,3.1148811851612055,31
30,2.905096314472743,31
31,3.8533818190539066,31
32,2.899299582195371,31
33,2.5877664218068386,31
34,2.8384425493559866,31
35,2.9456605377365097,31
36,2.782103474345156,31
37,3.1243592149588952,31
38,3.073528835789514,31
39,3.3130906629665473,31
40,2.903517985087512,31
41,3.0676000557876857,31
42,4.324179149150362,31
43,3.2586315397195844,31
44,3.151600487869172,31
45,3.032554352617457,31
46,3.872473899143776,31
47,3.5829257663427976,31
48,3.1783703730351966,31
49,2.8997494849913816,31
50,3.0408635692217,31
51,3.20178116827768,31
52,3.7505946631211713,31
53,3.0353255481610804,31
54,3.163187202457028,31
55,3.17093737766239,31
56,2.586893011273217,31
57,2.7611300209063763,31
58,2.7764552228782593,31
59,3.0072528586633056,31
60,3.6163805791209667,31
61,3.8858511742408255,31
62,3.1250141871066344,31
63,3.579806980938976,31
64,3.046999566225279,31
65,3.315529312327586,31
66,3.3681402259506528,31
67,3.4559418798456263,31
68,3.9113459047569004,31
69,3.846167906191452,31
70,3.152105944436764,31
71,2.8674919098977067,31
72,3.064663039055233,31
73,2.6829349896326167,31
74,4.371538903585042,31
75,4.039325542886975,31
76,2.9325896397286173,31
77,3.156195339166822,31
78,3.5086904575843145,31
79,3.155918172522885,31
80,3.0757255135895427,31
81,2.767844726065357,31
82,3.530420216831355,31
83,3.3875305576466492,31
84,2.8204637177633716,31
85,3.616290301549996,31
86,3.2793346974107203,31
87,3.6706742918609265,31
88,3.553012695471987,31
89,3.3601071849992037,31
90,3.0702892239383086,31
91,3.012297635011761,31
92,3.3097814498290634,31
93,3.2466541995769678,31
94,3.087189245067135,31
95,3.7254447236685304,31
96,3.339252122085436,31
97,3.2710255961588333,31
98,3.618227446623942,31
99,3.5548634234705645,31
100,3.2124975552701267,31
1,2.9712114078245575,32
2,3.4196642442057614,32
3,3.5983451554893904,32
4,3.6210262819523487,32
5,3.1546901978601993,32
6,3.0316899324945235,32
7,3.399102275665278,32
8,2.9828188841149723,32
9,2.9128735181107146,32
10,3.2405958092010456,32
11,3.039758573311765,32
12,3.614735539375481,32
13,3.015413908531873,32
14,3.037132189104929,32
15,2.993837325687654,32
16,3.0201359897789612,32
17,3.064312442517955,32
18,3.1215892162408463,32
19,2.906946941188706,32
20,4.258639000721893,32
21,3.587298015991457,32
22,3.5303046859900094,32
23,3.011634089045196,32
24,2.798902741871832,32
25,3.2312668027965,32
26,3.1053155852096133,32
27,3.3609308730036176,32
28,3.3027217973509524,32
29,3.0089828091834945,32
30,3.6558541540854312,32
31,3.3323265913768783,32
32,2.721422555238333,32
33,3.2053146295834405,32
34,3.0559072744521827,32
35,2.987799199833429,32
36,3.1489740313522185,32
37,2.9016249649653827,32
38,3.923769759075401,32
39,2.9804888303707764,32
40,3.3571610483923795,32
41,3.0739803800685435,32
42,3.0196620615174403,32
43,3.642491006989801,32
44,3.747013196465125,32
45,3.0138481440146103,32
46,4.019406968148087,32
47,3.723129015098712,32
48,2.963985573134767,32
49,3.716053254626855,32
50,3.5697505977042323,32
51,3.4367706254886383,32
52,3.011976939166228,32
53,3.1444185500715904,32
54,2.8823753996184944,32
55,2.818383007377558,32
56,3.0438731201867304,32
57,3.918667234128524,32
58,3.3305331968654985,32
59,3.36335826149843,32
60,3.8248562703822375,32
61,2.9518634416041425,32
62,3.40199029383316,32
63,2.7698096108931005,32
64,3.725568818688347,32
65,2.770530887678096,32
66,3.6220957913529106,32
67,3.1702082594895975,32
68,3.720776985221984,32
69,3.498498984300028,32
70,2.639205498962431,32
71,3.812406218010891,32
72,3.0105123960823543,32
73,3.671373605577051,32
74,3.5239981663043465,32
75,3.2363793513569807,32
76,3.2343881284256994,32
77,3.010049982646775,32
78,2.957811298418512,32
79,3.002953350600015,32
80,3.6422809511607652,32
81,3.031079988437808,32
82,3.4059025393964966,32
83,3.732610043940344,32
84,3.1174591272060583,32
85,2.571568855155205,32
86,2.824989746211947,32
87,3.085065885469371,32
88,3.17733122154955,32
89,3.0236263040666502,32
90,2.8845058110536534,32
91,3.355541579671618,32
92,3.220390746636663,32
93,3.791378704154042,32
94,3.0322818929194293,32
95,3.209442461813289,32
96,2.9126446197379767,32
97,3.5284732980761464,32
98,3.929624277880547,32
99,2.6569709716382865,32
100,3.3413161864295127,32
1,3.479863542723214,33
2,3.1597258071650263,33
3,2.793903400039931,33
4,3.157687582101314,33
5,2.9015104000053813,33
6,2.5581687974472214,33
7,2.9022970367364467,33
8,2.8946376701377057,33
9,2.927619607203442,33
10,3.8294720262346713,33
11,2.9988674174452403,33
12,2.7845641764453326,33
13,3.694268637387601,33
14,3.001073669677338,33
15,3.2947881264551127,33
16,3.0055712639013232,33
17,3.3033533155849897,33
18,3.3058056747609648,33
19,3.691722246890993,33
20,3.1926068822507347,33
21,3.8345306711754463,33
22,3.146797662797365,33
23,3.3309415816812447,33
24,3.2453160092038242,33
25,3.198690198025575,33
26,3.044473636008899,33
27,3.2280737898925715,33
28,2.836979169798788,33
29,3.2970436638134304,33
30,3.41039535378512,33
31,3.540838268484026,33
32,3.8637232098233785,33
33,3.576500029237495,33
34,2.848815942432422,33
35,3.1754116071004033,33
36,2.691394898916367,33
37,3.61784774889424,33
38,3.1923571820351113,33
39,3.3215495628917857,33
40,4.622864969173439,33
41,2.90234974306663,33
42,3.0946446165369026,33
43,3.197487581657664,33
44,2.973162371781683,33
45,3.084949402601359,33
46,3.116935845016048,33
47,2.9050783028819502,33
48,3.6163692817229904,33
49,3.1347440365685393,33
50,3.006326561323407,33
51,2.9691661849060096,33
52,2.644847232919108,33
53,3.5788088860377902,33
54,3.096739548453651,33
55,3.501622743409292,33
56,2.8342473984369985,33
57,3.76012531985623,33
58,3.957179972043554,33
59,2.776218131156883,33
60,3.0415061776797434,33
61,2.9864355290062026,33
62,2.8708850320186965,33
63,3.3584029863761486,33
64,3.216162811455327,33
65,3.8133551350776593,33
66,3.615095448277254,33
67,3.211339658353342,33
68,2.9669470677215877,33
69,3.35301148056606,33
70,3.592734201494332,33
71,3.1258913522774985,33
72,3.142758395511997,33
73,3.2013573286531587,33
74,3.5834085896353205,33
75,2.7666025489526467,33
76,3.120041766523265,33
77,2.7420614929255858,33
78,3.0875783147417413,33
79,2.8161779914477267,33
80,3.747931648509957,33
81,3.1489261893413323,33
82,3.3653520116379063,33
83,2.8559433020520513,33
84,2.690742506461879,33
85,2.7135506568884287,33
86,3.179880467266643,33
87,2.705137071039098,33
88,4.348627390709361,33
89,2.875386887406094,33
90,2.662315340637401,33
91,3.6417280828965524,33
92,2.7230443113711806,33
93,2.718852276801146,33
94,3.2438269989290585,33
95,2.796125028993999,33
96,3.1699093967278116,33
97,3.278070578989383,33
98,3.5503840618752784,33
99,3.25635296853259,33
100,2.8343271447839307,33
1,3.0647987122371103,34
2,3.248086843801602,34
3,3.235974416807982,34
4,3.4192087239022717,34
5,3.4436041411127625,34
6,3.617258276653113,34
7,3.4694303388515615,34
8,3.2487542787430588,34
9,4.01060121001785,34
10,2.9975811516482844,34
11,3.351787017130512,34
12,3.5258012382789197,34
13,2.9335526024047085,34
14,2.9173933147566826,34
15,3.0287815033596006,34
16,3.260603479697255,34
17,3.1247955474085716,34
18,3.0602378025874435,34
19,3.195634085054153,34
20,3.277329767474748,34
21,2.9530825214553897,34
22,3.0458549470138623,34
23,2.795354067972331,34
24,3.054401076904724,34
25,2.6799010357925632,34
26,3.2644469759605856,34
27,3.0005178732637705,34
28,3.147569401911368,34
29,3.2608171436668196,34
30,3.1126615187783524,34
31,3.1508374745986534,34
32,3.3448454581818075,34
33,2.811921137164893,34
34,2.974778632527794,34
35,2.779208568430153,34
36,3.635711057190204,34
37,3.0413056442426645,34
38,3.2464720888219785,34
39,2.885495729245837,34
40,3.4093346379678855,34
41,3.1674472547979597,34
42,3.698590529597112,34
43,3.387707125212147,34
44,3.0687608856724573,34
45,3.2877435858490944,34
46,2.980893346197908,34
47,3.009626489283798,34
48,2.8036734310676965,34
49,3.6224904712537276,34
50,3.0435686701392894,34
51,3.243568049160217,34
52,3.7082733206379315,34
53,2.804655203358235,34
54,3.2927997227964765,34
55,3.45440089406148,34
56,3.037842064346275,34
57,3.3420405961626907,34
58,3.217210804710021,34
59,2.8449992098662955,34
60,3.3207877163454333,34
61,3.1000893321081224,34
62,2.922030752702792,34
63,3.8260077081757298,34
64,3.6034131009289463,34
65,2.7120772478640105,34
66,2.8309316383165575,34
67,3.2254882216036935,34
68,3.549804723756862,34
69,3.1144197867495085,34
70,3.0569624848193,34
71,3.0128680089351536,34
72,2.993377638536554,34
73,3.4521047368193103,34
74,3.3881920561346375,34
75,3.7177239187588604,34
76,3.4340518387216363,34
77,3.087940834452,34
78,3.8105565961879475,34
79,3.1574311221103106,34
80,3.6121507510799087,34
81,3.1361627761492974,34
82,3.487217773770317,34
83,3.8903309385922116,34
84,3.2606332826968574,34
85,2.709627850213029,34
86,3.260575195042583,34
87,3.2224223078422485,34
88,3.576888520665795,34
89,3.2682601583805777,34
90,2.872650522250759,34
91,3.350694171611813,34
92,3.5920763040234727,34
93,3.0334682160300006,34
94,3.02827096637223,34
95,3.219708730212582,34
96,3.5441828436715554,34
97,3.513297963100583,34
98,3.7285935392357183,34
99,3.3118246574643804,34
100,3.1339244799488157,34
1,3.4825244895693883,35
2,4.398801763467057,35
3,3.2737375022783888,35
4,2.8422253085488784,35
5,3.257981053768669,35
6,3.4676608845378363,35
7,3.932955710885431,35
8,2.9108851023991047,35
9,3.1076585561323595,35
10,3.7906472604198473,35
11,4.270548632446746,35
12,2.9938062211800034,35
13,3.06163890185075,35
14,3.6013959558555046,35
15,3.3702604578490702,35
16,3.86123765409477,35
17,3.4051139457439143,35
18,3.0741249446206456,35
19,2.7410741366617883,35
20,2.8134622411883963,35
21,3.661755560261015,35
22,3.0123865838428365,35
23,2.86575314558506,35
24,3.182176086033544,35
25,3.9094186647695865,35
26,3.2042215536377467,35
27,3.6016237402933626,35
28,3.126674059015631,35
29,2.477777634167731,35
30,3.2618545379717037,35
31,3.3088521038786607,35
32,3.377638129352689,35
33,3.9131821220454763,35
34,3.1770382453892503,35
35,3.854033000178671,35
36,3.0980580819627197,35
37,2.9700553407760864,35
38,3.4157316209974695,35
39,3.3901201082777948,35
40,2.7839818282771462,35
41,3.25044863441446,35
42,3.4384349679107444,35
43,2.7548783291603747,35
44,4.0278742106090375,35
45,3.0976163627520377,35
46,3.0936955389980794,35
47,3.6414684503813635,35
48,2.8732394720041534,35
49,2.8668336899754903,35
50,3.29910057311662,35
51,3.250513978821511,35
52,3.5912641661180893,35
53,3.384951285186575,35
54,3.386374535085932,35
55,3.3198821089703663,35
56,2.979622110488383,35
57,3.0717190208026413,35
58,3.2525371740162363,35
59,3.1977849168147334,35
60,3.07252047546531,35
61,3.50655278659292,35
62,3.13399905773884,35
63,3.0410635921592255,35
64,2.8592674235800897,35
65,3.596623289594492,35
66,3.3284682870572193,35
67,2.8392206022512885,35
68,3.434809677705916,35
69,3.718682299435242,35
70,3.342111390003899,35
71,3.3590113865876243,35
72,2.856967626953347,35
73,3.1891496007278626,35
74,3.4906297992273885,35
75,3.0882361846585544,35
76,3.868819908997788,35
77,3.4617199482686982,35
78,3.323286323049134,35
79,3.1874817863929885,35
80,3.7211642832368437,35
81,2.80496994391137,35
82,3.477763277786087,35
83,3.0555777156089783,35
84,3.6497124250367894,35
85,2.8176097580576958,35
86,3.697200985477219,35
87,3.1543306041320553,35
88,2.6691340384704834,35
89,3.7703533512982035,35
90,2.875337106159879,35
91,3.3009708038172016,35
92,3.026572262755675,35
93,3.575245874385967,35
94,3.1299467066292084,35
95,2.5183168206234035,35
96,2.984512426041946,35
97,3.637182680526924,35
98,2.9153039267072995,35
99,3.4917693544479063,35
100,3.987051950268749,35
1,3.333856398735344,36
2,3.8158895569302684,36
3,2.8874364746447068,36
4,3.5129348604897346,36
5,3.5458171453044796,36
6,3.3864848367587777,36
7,3.589296541149685,36
8,2.950788703531527,36
9,2.907438149669447,36
10,3.4954173584110846,36
11,3.8210736307552557,36
12,3.125981802395306,36
13,4.398181034388521,36
14,3.256612936232082,36
15,3.5925936858388834,36
16,3.3642730675346186,36
17,2.9237531006664685,36
18,3.1346273933617,36
19,3.708027845712818,36
20,3.2436836733409167,36
21,3.1329726156715534,36
22,3.1494227444070066,36
23,2.851807302997996,36
24,2.975460914690183,36
25,2.629341451898004,36
26,2.6586858464160037,36
27,3.417762264113826,36
28,3.4349593057038272,36
29,3.0025683073665568,36
30,2.953962124742649,36
31,3.2871919872618602,36
32,3.243423012384689,36
33,3.5556957155760727,36
34,3.5885510290141838,36
35,3.5491104663240693,36
36,3.802246704678405,36
37,4.808165574908191,36
38,2.9988186368866865,36
39,3.255321941349307,36
40,3.280141128828122,36
41,2.9601464133883066,36
42,3.0270510213873956,36
43,3.537037898475878,36
44,3.1177145256867846,36
45,3.555278810069998,36
46,2.8976067672702057,36
47,3.0668716211790086,36
48,2.8962878444209386,36
49,3.320277314208,36
50,3.191483868165362,36
51,4.090854049069576,36
52,3.1503668783963072,36
53,2.841964407773966,36
54,2.739241772731242,36
55,3.3099517228210633,36
56,3.09117989838948,36
57,2.885737152545776,36
58,3.058488238510448,36
59,2.812167834702379,36
60,3.159732107975656,36
61,2.6747266394161846,36
62,2.7835289797199585,36
63,3.254431780954231,36
64,3.3554330869570426,36
65,4.128176167368069,36
66,3.33560160495749,36
67,3.0321027812131764,36
68,3.9584738318020607,36
69,3.216007558727185,36
70,3.414443278973542,36
71,2.7257419996602814,36
72,3.2989740275519455,36
73,3.4713327257227937,36
74,3.136558057263827,36
75,3.4148453419449774,36
76,3.743690331577591,36
77,3.1854498272307143,36
78,3.043863521373259,36
79,3.4537431742537748,36
80,3.311301963685378,36
81,2.9528659834675874,36
82,3.3357197230006626,36
83,3.1311979676122297,36
84,2.8476639944654423,36
85,3.9453475710546937,36
86,2.7995020225308016,36
87,3.498275351649806,36
88,3.2512454255903163,36
89,3.423241790185738,36
90,2.796053322009006,36
91,2.9106059969001583,36
92,3.2443660839050703,36
93,3.5406379032851714,36
94,3.6979623545721894,36
95,2.761459198703866,36
96,3.03587952032726,36
97,3.02845034976703,36
98,3.0319652003765247,36
99,2.903599688449866,36
100,3.1650844208602957,36
1,3.8147324217056,37
2,3.1790062010662843,37
3,3.4937450013827887,37
4,3.329443691120125,37
5,3.831560991001952,37
6,3.6919864654710484,37
7,3.1042403059151122,37
8,3.751707589778926,37
9,3.137845475375996,37
10,3.106462912634051,37
11,3.6014242787365163,37
12,2.9464057689960743,37
13,2.9312824042292798,37
14,3.3051815615955946,37
15,2.542436084721795,37
16,2.8808009009275097,37
17,3.8491380827870447,37
18,3.1837372812202402,37
19,3.443218770490813,37
20,2.992842982836952,37
21,3.584030903516493,37
22,2.733972477374112,37
23,3.1943710850708142,37
24,3.342037984240515,37
25,3.2284947964235653,37
26,2.7495700385346895,37
27,3.712928033143979,37
28,3.7105263896724727,37
29,3.3921040960818125,37
30,2.5659745484425236,37
31,3.317419191260198,37
32,3.2504316870563232,37
33,3.2692195835354005,37
34,2.7778423912407515,37
35,2.9201062528754274,37
36,3.8353175385717515,37
37,3.5333552416595775,37
38,3.386808629690494,37
39,3.8651643604896213,37
40,3.5518346842658555,37
41,3.17781888712635,37
42,2.88492795734636,37
43,3.3100938020852255,37
44,3.2934180673034863,37
45,3.6852553695688983,37
46,4.260313032912245,37
47,3.133394897422926,37
48,3.463605872920751,37
49,3.511448621177753,37
50,3.0127056515528703,37
51,3.546063297257539,37
52,3.37477797564969,37
53,2.917412335609457,37
54,3.4916370531973793,37
55,3.237206728795203,37
56,2.837297376181452,37
57,2.63176168544759,37
58,3.1403613428572905,37
59,3.208601570261231,37
60,3.9698200326737645,37
61,3.2947956052997776,37
62,3.4150297862064956,37
63,2.9857080087197563,37
64,3.0428708093657475,37
65,3.22119782831576,37
66,2.6654822555027593,37
67,4.169130509486565,37
68,2.8825933470583127,37
69,3.0390898015629233,37
70,2.6434253848498215,37
71,3.691604344984964,37
72,3.424436611858722,37
73,3.330596305091311,37
74,2.9317078091585254,37
75,3.7915718265268117,37
76,2.8844408574575877,37
77,3.1160400614082637,37
78,2.830472796560646,37
79,3.37395513721601,37
80,4.248409069865009,37
81,3.6959828972860387,37
82,3.4264349207518796,37
83,2.98001339241062,37
84,2.893753924852248,37
85,3.4091670378183996,37
86,2.870991046454603,37
87,3.6416479473410197,37
88,3.8308208475173053,37
89,3.054433636577325,37
90,2.7306201960268903,37
91,3.0398205519102337,37
92,2.935041884194609,37
93,3.120867145210987,37
94,3.150963923804349,37
95,3.3955165680350534,37
96,3.030982393977829,37
97,3.2463905001963016,37
98,3.260948792695324,37
99,3.3414557471222164,37
100,3.008453582166542,37
1,2.7873995748715967,38
2,2.8199134416173655,38
3,3.2909442290167306,38
4,3.7852737567087815,38
5,3.169741413376527,38
6,3.2744688534183313,38
7,3.277583917991255,38
8,2.724528151269777,38
9,2.6962594640130013,38
10,3.463679802085385,38
11,3.5325277122237986,38
12,3.0993618858213745,38
13,3.4970427818870586,38
14,3.9645102685205345,38
15,2.741292204292506,38
16,2.979597485146135,38
17,2.825981223420969,38
18,3.1460986498500807,38
19,3.5052732581341486,38
20,3.1854298023604013,38
21,3.2289456325174624,38
22,3.274404622941492,38
23,3.059202025668755,38
24,3.1306201613723443,38
25,3.1649345198315832,38
26,3.511610483208376,38
27,3.1618310838398824,38
28,2.6076086253068183,38
29,3.5609507851997386,38
30,2.746724509940788,38
31,2.776272966560171,38
32,3.5536887164721462,38
33,3.0238233850048353,38
34,3.2685250479948995,38
35,3.321598333906265,38
36,3.6017796974176024,38
37,2.9126825804597885,38
38,3.7473563525698275,38
39,3.6517788130723035,38
40,2.928463738600207,38
