rep,k,n_lambda,mu,sigma,min_size,filename,maxima
3,5,10000,50,17,10,rep3_k5_lambda10000_mu50,118.867657152655
3,5,10000,50,17,10,rep3_k5_lambda10000_mu50,110.649378780445
3,5,10000,50,17,10,rep3_k5_lambda10000_mu50,121.742029514783
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,234.663266476309
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,246.900190365681
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,223.912619596158
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,242.881610528285
3,5,10000,100,34,10,rep3_k5_lambda10000_mu100,242.625636225645
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,36.5318770832443
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,31.5568358188329
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,36.281502322859
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,31.3851549056156
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,28.4352396917697
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,30.5775055570488
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,31.4273218062012
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,36.330024963768
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,31.6239902756823
3,10,30,20,6.8,10,rep3_k10_lambda30_mu20,30.6400789475521
3,10,30,50,17,10,rep3_k10_lambda30_mu50,95.2333157338409
3,10,30,50,17,10,rep3_k10_lambda30_mu50,83.05709108667
3,10,30,50,17,10,rep3_k10_lambda30_mu50,89.9404687939782
3,10,30,50,17,10,rep3_k10_lambda30_mu50,74.6542029735755
3,10,30,50,17,10,rep3_k10_lambda30_mu50,91.9370853777157
3,10,30,50,17,10,rep3_k10_lambda30_mu50,84.2281291834776
3,10,30,50,17,10,rep3_k10_lambda30_mu50,89.1522142705168
3,10,30,50,17,10,rep3_k10_lambda30_mu50,83.7639538548014
3,10,30,50,17,10,rep3_k10_lambda30_mu50,75.2740876488016
3,10,30,50,17,10,rep3_k10_lambda30_mu50,102.160324923712
3,10,30,100,34,10,rep3_k10_lambda30_mu100,148.295376276752
3,10,30,100,34,10,rep3_k10_lambda30_mu100,175.600775748335
3,10,30,100,34,10,rep3_k10_lambda30_mu100,136.787304730101
3,10,30,100,34,10,rep3_k10_lambda30_mu100,163.922806597739
3,10,30,100,34,10,rep3_k10_lambda30_mu100,162.061812838693
3,10,30,100,34,10,rep3_k10_lambda30_mu100,171.146471553473
3,10,30,100,34,10,rep3_k10_lambda30_mu100,146.80308760977
3,10,30,100,34,10,rep3_k10_lambda30_mu100,169.630804775937
3,10,30,100,34,10,rep3_k10_lambda30_mu100,164.72590814566
3,10,30,100,34,10,rep3_k10_lambda30_mu100,173.867078814559
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,39.0410944888165
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,32.0435591281255
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,39.0205684772971
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,37.7153753911005
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,31.5948386269115
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,37.7387402093869
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,33.1693095268095
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,36.3900654279747
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,35.9547295117322
3,10,50,20,6.8,10,rep3_k10_lambda50_mu20,38.6475514541044
3,10,50,50,17,10,rep3_k10_lambda50_mu50,100.60669212367
3,10,50,50,17,10,rep3_k10_lambda50_mu50,72.436320408129
3,10,50,50,17,10,rep3_k10_lambda50_mu50,98.50050547451
3,10,50,50,17,10,rep3_k10_lambda50_mu50,76.3670018946277
3,10,50,50,17,10,rep3_k10_lambda50_mu50,82.627474252913
3,10,50,50,17,10,rep3_k10_lambda50_mu50,83.2775319278716
3,10,50,50,17,10,rep3_k10_lambda50_mu50,82.3447225598578
3,10,50,50,17,10,rep3_k10_lambda50_mu50,87.4849892818748
3,10,50,50,17,10,rep3_k10_lambda50_mu50,95.475807098728
3,10,50,50,17,10,rep3_k10_lambda50_mu50,100.253463087007
3,10,50,100,34,10,rep3_k10_lambda50_mu100,179.381972599782
3,10,50,100,34,10,rep3_k10_lambda50_mu100,157.720818950167
3,10,50,100,34,10,rep3_k10_lambda50_mu100,159.269635999738
3,10,50,100,34,10,rep3_k10_lambda50_mu100,161.560586542209
3,10,50,100,34,10,rep3_k10_lambda50_mu100,164.298520383339
3,10,50,100,34,10,rep3_k10_lambda50_mu100,169.577006460219
3,10,50,100,34,10,rep3_k10_lambda50_mu100,175.586578807033
3,10,50,100,34,10,rep3_k10_lambda50_mu100,161.289369938266
3,10,50,100,34,10,rep3_k10_lambda50_mu100,199.133742344644
3,10,50,100,34,10,rep3_k10_lambda50_mu100,200.240020721511
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,35.4299364622238
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,39.0274058817502
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,40.7283876422424
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,37.5236393067205
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,35.184103871789
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,35.8938543332694
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,38.3238223105663
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,35.6525576153154
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,34.5449945446357
3,10,200,20,6.8,10,rep3_k10_lambda200_mu20,40.6965069930568
3,10,200,50,17,10,rep3_k10_lambda200_mu50,101.506147708499
3,10,200,50,17,10,rep3_k10_lambda200_mu50,87.7452320477478
3,10,200,50,17,10,rep3_k10_lambda200_mu50,89.9931388787271
3,10,200,50,17,10,rep3_k10_lambda200_mu50,96.5220681675649
3,10,200,50,17,10,rep3_k10_lambda200_mu50,94.4571346104091
3,10,200,50,17,10,rep3_k10_lambda200_mu50,89.6173222545088
3,10,200,50,17,10,rep3_k10_lambda200_mu50,98.442159962205
3,10,200,50,17,10,rep3_k10_lambda200_mu50,86.3150325674049
3,10,200,50,17,10,rep3_k10_lambda200_mu50,106.250072764778
3,10,200,50,17,10,rep3_k10_lambda200_mu50,95.4564327210795
3,10,200,100,34,10,rep3_k10_lambda200_mu100,176.899348254584
3,10,200,100,34,10,rep3_k10_lambda200_mu100,194.7665828923
3,10,200,100,34,10,rep3_k10_lambda200_mu100,215.927115995756
3,10,200,100,34,10,rep3_k10_lambda200_mu100,187.175568702555
3,10,200,100,34,10,rep3_k10_lambda200_mu100,185.406673361014
3,10,200,100,34,10,rep3_k10_lambda200_mu100,183.076915622192
3,10,200,100,34,10,rep3_k10_lambda200_mu100,182.093344305826
3,10,200,100,34,10,rep3_k10_lambda200_mu100,198.648012358403
3,10,200,100,34,10,rep3_k10_lambda200_mu100,171.715322709359
3,10,200,100,34,10,rep3_k10_lambda200_mu100,210.491499025606
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,43.6793363657081
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,41.173280434702
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,44.2347708175734
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,42.8734019235728
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,41.0713650944943
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,41.8402902458633
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,43.5484779898897
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,45.8927018274063
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,42.6432059038861
3,10,2000,20,6.8,10,rep3_k10_lambda2000_mu20,43.0223534629564
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,108.413978440676
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,107.558830453204
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,110.669026851011
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,109.979547931785
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,104.320043643331
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,99.8614884172704
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,105.410224795987
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,96.6736309324124
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,106.946213903619
3,10,2000,50,17,10,rep3_k10_lambda2000_mu50,107.935968573726
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,205.77310329158
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,203.27786279828
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,221.834236174598
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,224.119024865494
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,215.510508419126
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,204.234813214456
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,201.362057723112
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,218.505027615947
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,220.751639959602
3,10,2000,100,34,10,rep3_k10_lambda2000_mu100,210.898639322912
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,47.7472042121518
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,48.3188983142986
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,44.8350004121257
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,44.5546383803233
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,46.1251900757077
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,48.5810920296604
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,44.7769581638648
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,45.0329445476389
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,46.0225517773414
3,10,10000,20,6.8,10,rep3_k10_lambda10000_mu20,43.9999672847073
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,114.037527793223
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,108.175838055036
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,109.062843078656
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,112.542726651726
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,110.062262227205
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,109.656150351972
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,108.70093307194
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,116.230467591696
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,107.908461675377
3,10,10000,50,17,10,rep3_k10_lambda10000_mu50,121.487027444575
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,231.716003461108
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,219.73018968364
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,238.307976336859
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,227.922481048104
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,233.667523347643
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,255.072943611524
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,221.285500356442
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,236.086707816727
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,237.790052018751
3,10,10000,100,34,10,rep3_k10_lambda10000_mu100,234.723703498323
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,36.2922460252149
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,37.5268550996985
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,32.5162664267856
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,37.0686397946032
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,38.7599078696028
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,29.3785778753852
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,30.8767085229518
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,34.604243033588
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,33.8018782605607
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,39.3536341438348
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,36.2019792652694
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,30.83228889187
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,34.008573177566
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,34.7010364651699
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,35.1873800823237
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,28.4883489438382
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,34.0585807490807
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,31.176851857475
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,30.6463418970649
3,20,30,20,6.8,10,rep3_k20_lambda30_mu20,32.8049096784048
3,20,30,50,17,10,rep3_k20_lambda30_mu50,104.667954145105
3,20,30,50,17,10,rep3_k20_lambda30_mu50,85.4121275099747
3,20,30,50,17,10,rep3_k20_lambda30_mu50,83.5147911755787
3,20,30,50,17,10,rep3_k20_lambda30_mu50,99.2875144381561
3,20,30,50,17,10,rep3_k20_lambda30_mu50,71.5212318990607
3,20,30,50,17,10,rep3_k20_lambda30_mu50,98.5616572435703
3,20,30,50,17,10,rep3_k20_lambda30_mu50,83.9188166748792
3,20,30,50,17,10,rep3_k20_lambda30_mu50,84.548367308077
3,20,30,50,17,10,rep3_k20_lambda30_mu50,70.6097671709946
3,20,30,50,17,10,rep3_k20_lambda30_mu50,117.705993611016
3,20,30,50,17,10,rep3_k20_lambda30_mu50,101.449152005852
3,20,30,50,17,10,rep3_k20_lambda30_mu50,84.9646552972083
3,20,30,50,17,10,rep3_k20_lambda30_mu50,69.6543562801756
3,20,30,50,17,10,rep3_k20_lambda30_mu50,116.024184648326
3,20,30,50,17,10,rep3_k20_lambda30_mu50,88.9574560451893
3,20,30,50,17,10,rep3_k20_lambda30_mu50,81.5501620833975
3,20,30,50,17,10,rep3_k20_lambda30_mu50,80.6804104163536
3,20,30,50,17,10,rep3_k20_lambda30_mu50,90.5032650122867
3,20,30,50,17,10,rep3_k20_lambda30_mu50,83.7691892614155
3,20,30,50,17,10,rep3_k20_lambda30_mu50,85.7400099370819
3,20,30,100,34,10,rep3_k20_lambda30_mu100,165.592937455688
3,20,30,100,34,10,rep3_k20_lambda30_mu100,174.856442108066
3,20,30,100,34,10,rep3_k20_lambda30_mu100,177.8284578403
3,20,30,100,34,10,rep3_k20_lambda30_mu100,196.409846157596
3,20,30,100,34,10,rep3_k20_lambda30_mu100,187.033020470544
3,20,30,100,34,10,rep3_k20_lambda30_mu100,164.906968272221
3,20,30,100,34,10,rep3_k20_lambda30_mu100,199.847235123545
3,20,30,100,34,10,rep3_k20_lambda30_mu100,152.267469037653
3,20,30,100,34,10,rep3_k20_lambda30_mu100,170.742179461823
3,20,30,100,34,10,rep3_k20_lambda30_mu100,184.101237202841
3,20,30,100,34,10,rep3_k20_lambda30_mu100,174.039676518888
3,20,30,100,34,10,rep3_k20_lambda30_mu100,178.497339969523
3,20,30,100,34,10,rep3_k20_lambda30_mu100,155.490590624312
3,20,30,100,34,10,rep3_k20_lambda30_mu100,178.806733224689
3,20,30,100,34,10,rep3_k20_lambda30_mu100,156.004164155756
3,20,30,100,34,10,rep3_k20_lambda30_mu100,150.119431294875
3,20,30,100,34,10,rep3_k20_lambda30_mu100,151.970174669082
3,20,30,100,34,10,rep3_k20_lambda30_mu100,190.55582947555
3,20,30,100,34,10,rep3_k20_lambda30_mu100,160.923636226445
3,20,30,100,34,10,rep3_k20_lambda30_mu100,185.222636171684
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,34.190533570999
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,36.9618038609137
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,38.8217807526919
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,34.7625244207988
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,33.3354366458106
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,31.3546525704194
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,36.7648802558662
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,34.1360873927398
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,34.022304801222
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,32.9202619278021
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,34.4355217481
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,42.8663075457521
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,32.9528232995927
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,40.4811697007314
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,31.6924929908801
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,35.8909766906616
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,33.9238843010071
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,36.3535912907889
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,35.9467756733493
3,20,50,20,6.8,10,rep3_k20_lambda50_mu20,29.2772240909844
3,20,50,50,17,10,rep3_k20_lambda50_mu50,75.2525482508898
3,20,50,50,17,10,rep3_k20_lambda50_mu50,88.5723596223322
3,20,50,50,17,10,rep3_k20_lambda50_mu50,87.9057801133556
3,20,50,50,17,10,rep3_k20_lambda50_mu50,87.6714393654504
3,20,50,50,17,10,rep3_k20_lambda50_mu50,98.5970654631163
3,20,50,50,17,10,rep3_k20_lambda50_mu50,96.8206749667188
3,20,50,50,17,10,rep3_k20_lambda50_mu50,88.0178477515445
3,20,50,50,17,10,rep3_k20_lambda50_mu50,110.379278724902
3,20,50,50,17,10,rep3_k20_lambda50_mu50,80.3381604662952
3,20,50,50,17,10,rep3_k20_lambda50_mu50,89.2455000400883
3,20,50,50,17,10,rep3_k20_lambda50_mu50,90.5901390540944
3,20,50,50,17,10,rep3_k20_lambda50_mu50,78.6929243262236
3,20,50,50,17,10,rep3_k20_lambda50_mu50,94.7415498673953
3,20,50,50,17,10,rep3_k20_lambda50_mu50,91.8607698602613
3,20,50,50,17,10,rep3_k20_lambda50_mu50,84.7188848735419
3,20,50,50,17,10,rep3_k20_lambda50_mu50,78.2991528305332
3,20,50,50,17,10,rep3_k20_lambda50_mu50,82.735527269051
3,20,50,50,17,10,rep3_k20_lambda50_mu50,88.4572288954865
3,20,50,50,17,10,rep3_k20_lambda50_mu50,77.9390368049116
3,20,50,50,17,10,rep3_k20_lambda50_mu50,94.1917122955815
3,20,50,100,34,10,rep3_k20_lambda50_mu100,147.036597766794
3,20,50,100,34,10,rep3_k20_lambda50_mu100,178.185529900345
3,20,50,100,34,10,rep3_k20_lambda50_mu100,175.981518379555
3,20,50,100,34,10,rep3_k20_lambda50_mu100,169.386136493003
3,20,50,100,34,10,rep3_k20_lambda50_mu100,175.827207925997
3,20,50,100,34,10,rep3_k20_lambda50_mu100,173.645188337765
3,20,50,100,34,10,rep3_k20_lambda50_mu100,175.460364246979
3,20,50,100,34,10,rep3_k20_lambda50_mu100,220.494354291682
3,20,50,100,34,10,rep3_k20_lambda50_mu100,172.971676298005
3,20,50,100,34,10,rep3_k20_lambda50_mu100,174.974955204132
3,20,50,100,34,10,rep3_k20_lambda50_mu100,168.183775383818
3,20,50,100,34,10,rep3_k20_lambda50_mu100,169.108866795152
3,20,50,100,34,10,rep3_k20_lambda50_mu100,184.707917664141
3,20,50,100,34,10,rep3_k20_lambda50_mu100,163.091918405765
3,20,50,100,34,10,rep3_k20_lambda50_mu100,162.163101898603
3,20,50,100,34,10,rep3_k20_lambda50_mu100,179.873405170287
3,20,50,100,34,10,rep3_k20_lambda50_mu100,195.561799736839
3,20,50,100,34,10,rep3_k20_lambda50_mu100,196.029785059479
3,20,50,100,34,10,rep3_k20_lambda50_mu100,204.116547474695
3,20,50,100,34,10,rep3_k20_lambda50_mu100,211.055786738494
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,37.4586975246421
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,34.92822023671
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,36.7150298717965
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,44.37673419384
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,39.2535907220863
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,45.3023736719204
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,36.7105795404298
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,36.2947400625836
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,44.2400281761474
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,38.3565310527399
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,36.8507343228027
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,34.5836033597998
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,39.756540961621
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,40.6838482673296
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,36.9794060465458
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,40.8542129979041
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,35.9139687583102
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,42.8826914788448
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,37.1919711074286
3,20,200,20,6.8,10,rep3_k20_lambda200_mu20,39.8395186940685
3,20,200,50,17,10,rep3_k20_lambda200_mu50,91.3318220681347
3,20,200,50,17,10,rep3_k20_lambda200_mu50,107.873942807689
3,20,200,50,17,10,rep3_k20_lambda200_mu50,94.559301134263
3,20,200,50,17,10,rep3_k20_lambda200_mu50,101.85917156777
3,20,200,50,17,10,rep3_k20_lambda200_mu50,95.9016370310638
3,20,200,50,17,10,rep3_k20_lambda200_mu50,97.8700493535185
3,20,200,50,17,10,rep3_k20_lambda200_mu50,94.3587736135641
3,20,200,50,17,10,rep3_k20_lambda200_mu50,93.2259911721967
3,20,200,50,17,10,rep3_k20_lambda200_mu50,100.521523168971
3,20,200,50,17,10,rep3_k20_lambda200_mu50,88.0161506465611
3,20,200,50,17,10,rep3_k20_lambda200_mu50,96.8462519501164
3,20,200,50,17,10,rep3_k20_lambda200_mu50,95.5418665687067
3,20,200,50,17,10,rep3_k20_lambda200_mu50,96.2177737677118
3,20,200,50,17,10,rep3_k20_lambda200_mu50,93.7919347849981
3,20,200,50,17,10,rep3_k20_lambda200_mu50,98.2728608680111
3,20,200,50,17,10,rep3_k20_lambda200_mu50,118.277671914444
3,20,200,50,17,10,rep3_k20_lambda200_mu50,98.3732414799766
3,20,200,50,17,10,rep3_k20_lambda200_mu50,94.0316082570278
3,20,200,50,17,10,rep3_k20_lambda200_mu50,90.1426962224033
3,20,200,50,17,10,rep3_k20_lambda200_mu50,98.1050537378615
3,20,200,100,34,10,rep3_k20_lambda200_mu100,175.28722570642
3,20,200,100,34,10,rep3_k20_lambda200_mu100,206.626153048038
3,20,200,100,34,10,rep3_k20_lambda200_mu100,167.193137081791
3,20,200,100,34,10,rep3_k20_lambda200_mu100,202.804816208417
3,20,200,100,34,10,rep3_k20_lambda200_mu100,182.445799272796
3,20,200,100,34,10,rep3_k20_lambda200_mu100,192.203154949197
3,20,200,100,34,10,rep3_k20_lambda200_mu100,189.569062461567
3,20,200,100,34,10,rep3_k20_lambda200_mu100,184.996827200365
3,20,200,100,34,10,rep3_k20_lambda200_mu100,207.596626250005
3,20,200,100,34,10,rep3_k20_lambda200_mu100,196.291375527179
3,20,200,100,34,10,rep3_k20_lambda200_mu100,176.856709795967
3,20,200,100,34,10,rep3_k20_lambda200_mu100,194.34566388055
3,20,200,100,34,10,rep3_k20_lambda200_mu100,194.777476268653
3,20,200,100,34,10,rep3_k20_lambda200_mu100,207.175126599277
3,20,200,100,34,10,rep3_k20_lambda200_mu100,189.028030770483
3,20,200,100,34,10,rep3_k20_lambda200_mu100,197.319849992079
3,20,200,100,34,10,rep3_k20_lambda200_mu100,209.363403636827
3,20,200,100,34,10,rep3_k20_lambda200_mu100,180.958625732955
3,20,200,100,34,10,rep3_k20_lambda200_mu100,175.026465368538
3,20,200,100,34,10,rep3_k20_lambda200_mu100,190.038714497777
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,39.8701993106825
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.7034059817458
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,43.2419141247582
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,47.4649976922714
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.0616211648214
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,41.9268322980708
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.6257947891981
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,44.9360763696543
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,47.1846441157997
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,43.0728817672913
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,46.3755235262175
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.7536673369436
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.2832051304854
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,43.2941747220788
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,45.83481025544
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,49.6209031279877
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,44.5252264775522
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.7911635351201
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,42.3355827580955
3,20,2000,20,6.8,10,rep3_k20_lambda2000_mu20,46.2795168214498
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,110.625092283354
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,113.899635113805
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,102.243484050388
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,100.758816501752
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,102.722196978544
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,98.9018605627422
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,113.974376527028
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,109.02610181398
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,104.329170631115
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,102.020926183507
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,126.739323953365
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,108.003151494461
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,113.572413476539
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,107.233822086861
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,124.421357887492
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,102.207352739041
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,109.522431777221
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,104.160306150827
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,123.232435904031
3,20,2000,50,17,10,rep3_k20_lambda2000_mu50,106.123183472585
3,20,2000,100,34,10,rep3_k20_lambda2000_mu100,195.911082046302
3,20,2000,100,34,10,rep3_k20_lambda2000_mu100,212.20657661894
